,C_minmax,I_minmax,Q_minmax,index_minmax,C_percentile,I_percentile,Q_percentile,index_percentile
2015-09-01,1.0,0.25,1.0,0.75,1.0,0.45454545454545453,1.0,0.8181818181818182
2015-10-01,0.8400000000000005,0.2999999999999998,1.0,0.7133333333333335,0.9285714285714286,0.4642857142857143,1.0,0.7976190476190476
2015-11-01,0.6400000000000006,0.3999999999999999,0.9939424386638944,0.6779808128879651,0.6491228070175439,0.5263157894736842,0.9824561403508771,0.7192982456140351
2015-12-01,0.3200000000000003,0.5,0.5793073109953386,0.46643577033177963,0.3620689655172414,0.603448275862069,0.6206896551724138,0.5287356321839081
2016-01-01,0.44000000000000056,0.5,0.7948635305467961,0.5782878435155989,0.5254237288135594,0.6101694915254238,0.8135593220338984,0.6497175141242938
2016-02-01,0.4799999999999997,0.5,1.0,0.6599999999999999,0.55,0.6166666666666667,1.0,0.7222222222222223
2016-03-01,0.6,0.5,0.9725506805246665,0.6908502268415555,0.639344262295082,0.6229508196721312,0.9672131147540983,0.7431693989071038
2016-04-01,0.6,0.5,1.0,0.7000000000000001,0.6451612903225806,0.6290322580645161,1.0,0.7580645161290324
2016-05-01,0.6799999999999997,0.5499999999999998,0.9749943209794701,0.7349981069931566,0.6984126984126984,0.6666666666666666,0.9841269841269841,0.7830687830687831
2016-06-01,0.7200000000000003,0.5,0.9310890047696613,0.7170296682565538,0.71875,0.625,0.96875,0.7708333333333334
2016-07-01,0.6400000000000006,0.5,0.8532586043753161,0.6644195347917722,0.6615384615384615,0.6307692307692307,0.8923076923076924,0.7282051282051282
2016-08-01,0.6400000000000006,0.5,0.8022453519074121,0.6474151173024709,0.6666666666666666,0.6363636363636364,0.8636363636363636,0.7222222222222222
2016-09-01,0.6400000000000006,0.5,0.8474426356083036,0.6624808785361014,0.6716417910447762,0.6417910447761194,0.8805970149253731,0.7313432835820896
2016-10-01,0.6,0.5,0.8158990546782403,0.6386330182260801,0.6029411764705882,0.6470588235294118,0.8529411764705882,0.7009803921568628
2016-11-01,0.5200000000000002,0.44999999999999973,0.656285574365805,0.5420951914552683,0.5507246376811594,0.4927536231884058,0.6521739130434783,0.5652173913043478
2016-12-01,0.4,0.3999999999999999,0.19787987458815184,0.33262662486271727,0.4,0.44285714285714284,0.12857142857142856,0.3238095238095238
2017-01-01,0.35999999999999943,0.3999999999999999,0.3383638932231869,0.3661212977410621,0.3380281690140845,0.4507042253521127,0.3380281690140845,0.37558685446009393
2017-02-01,0.3200000000000003,0.3500000000000001,0.4568692169531141,0.3756230723177048,0.3055555555555556,0.4166666666666667,0.5138888888888888,0.41203703703703703
2017-03-01,0.2799999999999997,0.3500000000000001,0.36282314836437013,0.33094104945478997,0.2876712328767123,0.4246575342465753,0.3972602739726027,0.3698630136986301
2017-04-01,0.12000000000000029,0.2999999999999998,0.43564217674546457,0.2852140589151549,0.10810810810810811,0.36486486486486486,0.4864864864864865,0.31981981981981983
2017-05-01,0.0,0.3500000000000001,0.39000943102683905,0.24666981034227972,0.013333333333333334,0.44,0.44,0.29777777777777775
2017-06-01,0.0,0.25,0.31122726151184044,0.18707575383728015,0.013157894736842105,0.34210526315789475,0.25,0.20175438596491227
2017-07-01,0.11111111111111141,0.25,0.23992835575991758,0.20034648895700966,0.07792207792207792,0.35064935064935066,0.18181818181818182,0.20346320346320348
2017-08-01,0.2222222222222215,0.25,0.16295272568752725,0.2117249826365829,0.1794871794871795,0.358974358974359,0.10256410256410256,0.21367521367521367
2017-09-01,0.2962962962962966,0.19999999999999973,0.11024815526515093,0.20218148385381576,0.3037974683544304,0.21518987341772153,0.06329113924050633,0.1940928270042194
2017-10-01,0.18518518518518523,0.1499999999999999,0.11232436512654305,0.1491698501039094,0.15,0.1375,0.075,0.12083333333333333
2017-11-01,0.11111111111111141,0.10000000000000009,0.0,0.0703703703703705,0.08641975308641975,0.1111111111111111,0.012345679012345678,0.06995884773662552
2017-12-01,0.03703703703703626,0.0,0.0,0.01234567901234542,0.036585365853658534,0.024390243902439025,0.012195121951219513,0.024390243902439022
2018-01-01,0.0,0.0,0.07217268456268752,0.024057561520895842,0.012048192771084338,0.03614457831325301,0.024096385542168676,0.02409638554216868
2018-02-01,0.0,0.0,0.23733972960576682,0.07911324320192227,0.023809523809523808,0.011904761904761904,0.03571428571428571,0.023809523809523808
2018-03-01,0.03571428571428621,0.0,0.17367021058470816,0.06979483209966479,0.047058823529411764,0.023529411764705882,0.03529411764705882,0.03529411764705882
2018-04-01,0.14285714285714357,0.0,0.207998181465494,0.11695177477421252,0.13953488372093023,0.03488372093023256,0.046511627906976744,0.07364341085271318
2018-05-01,0.2499999999999997,0.0,0.15120878389327289,0.13373626129775754,0.25287356321839083,0.011494252873563218,0.034482758620689655,0.0996168582375479
2018-06-01,0.3214285714285721,0.0,0.17510513232462097,0.16551123458439768,0.375,0.011363636363636364,0.056818181818181816,0.14772727272727273
2018-07-01,0.21428571428571475,0.043478260869565064,0.09045990357805485,0.11607462624444488,0.21348314606741572,0.033707865168539325,0.033707865168539325,0.09363295880149813
2018-08-01,0.10714285714285737,0.043478260869565064,0.038312981610708764,0.06297803320771041,0.08888888888888889,0.044444444444444446,0.022222222222222223,0.05185185185185185
2018-09-01,0.14285714285714357,0.0,0.017910679672427418,0.05358927417652367,0.15384615384615385,0.02197802197802198,0.02197802197802198,0.06593406593406594
2018-10-01,0.10714285714285737,0.0,0.04898742351801629,0.05204342688695789,0.09782608695652174,0.03260869565217391,0.043478260869565216,0.057971014492753624
2018-11-01,0.17857142857142852,0.0,0.006163490244665353,0.06157830627203129,0.20430107526881722,0.010752688172043012,0.021505376344086023,0.07885304659498209
2018-12-01,0.2857142857142859,0.0,0.0,0.0952380952380953,0.3723404255319149,0.02127659574468085,0.010638297872340425,0.1347517730496454
2019-01-01,0.3214285714285721,0.0,0.12398047104811709,0.14846968082556308,0.42105263157894735,0.031578947368421054,0.021052631578947368,0.15789473684210525
2019-02-01,0.39285714285714324,0.0,0.24487788216318546,0.2125783416734429,0.4791666666666667,0.010416666666666666,0.10416666666666667,0.19791666666666666
2019-03-01,0.39285714285714324,0.0,0.23201668274589451,0.20829127520101257,0.4845360824742268,0.020618556701030927,0.10309278350515463,0.20274914089347076
2019-04-01,0.5714285714285718,0.0,0.28546734164930787,0.2856319710259599,0.6836734693877551,0.030612244897959183,0.1326530612244898,0.28231292517006806
2019-05-01,0.6785714285714292,0.039999999999999855,0.29052935727270424,0.33636692861471107,0.7777777777777778,0.0707070707070707,0.16161616161616163,0.3367003367003367
2019-06-01,1.0,0.039999999999999855,0.3513175817075109,0.4637725272358369,1.0,0.08,0.19,0.42333333333333334
2019-07-01,0.8999999999999998,0.039999999999999855,0.2860368403049701,0.4086789467683232,0.9801980198019802,0.0891089108910891,0.13861386138613863,0.4026402640264027
2019-08-01,0.9333333333333336,0.08000000000000007,0.28054593918798654,0.43129309084044004,0.9901960784313726,0.12745098039215685,0.12745098039215685,0.4150326797385621
2019-09-01,0.6666666666666666,0.11999999999999993,0.28094356069362647,0.35587007578676433,0.7766990291262136,0.1650485436893204,0.13592233009708737,0.3592233009708738
2019-10-01,0.5666666666666664,0.11999999999999993,0.24023135234547605,0.30896600633738075,0.6634615384615384,0.17307692307692307,0.10576923076923077,0.31410256410256404
2019-11-01,0.39999999999999974,0.11999999999999993,0.1981927225528276,0.23939757418427576,0.4857142857142857,0.18095238095238095,0.0761904761904762,0.24761904761904763
2019-12-01,0.2666666666666669,0.11999999999999993,0.024797849713271185,0.13715483879331267,0.33962264150943394,0.18867924528301888,0.018867924528301886,0.18238993710691823
2020-01-01,0.2666666666666669,0.08000000000000007,0.10359802115763263,0.15008822927476653,0.34579439252336447,0.1308411214953271,0.028037383177570093,0.16822429906542055
2020-02-01,0.2333333333333331,0.15999999999999978,0.20482994655594147,0.19938775996309144,0.25925925925925924,0.23148148148148148,0.1111111111111111,0.2006172839506173
2020-03-01,0.5666666666666664,0.2,0.24516541738430922,0.3372773613503252,0.6788990825688074,0.26605504587155965,0.1559633027522936,0.3669724770642202
2020-04-01,0.39999999999999974,0.31999999999999995,0.4283229775251577,0.38277432584171917,0.5,0.37272727272727274,0.2909090909090909,0.3878787878787879
2020-05-01,0.0,0.35999999999999976,0.31657581127090706,0.2255252704236356,0.009009009009009009,0.44144144144144143,0.23423423423423423,0.22822822822822822
2020-06-01,0.0,0.23999999999999985,0.1678060787477241,0.13593535958257466,0.008928571428571428,0.3125,0.07142857142857142,0.13095238095238096
2020-07-01,0.0,0.15999999999999978,0.01685373950402727,0.05895124650134235,0.008849557522123894,0.23008849557522124,0.017699115044247787,0.08554572271386429
2020-08-01,0.0,0.08000000000000007,0.0,0.02666666666666669,0.017543859649122806,0.13157894736842105,0.008771929824561403,0.05263157894736842
2020-09-01,0.05882352941176417,0.0,0.0,0.019607843137254725,0.02608695652173913,0.008695652173913044,0.008695652173913044,0.014492753623188406
2020-10-01,0.1764705882352939,0.0,0.0,0.058823529411764636,0.04310344827586207,0.008620689655172414,0.008620689655172414,0.020114942528735635
2020-11-01,0.3333333333333333,0.0,0.0,0.1111111111111111,0.05128205128205128,0.008547008547008548,0.008547008547008548,0.02279202279202279
2020-12-01,0.4705882352941176,0.0,0.0,0.15686274509803919,0.1440677966101695,0.00847457627118644,0.00847457627118644,0.053672316384180796
2021-01-01,0.5098039215686272,0.0,0.0805288853959235,0.1967776023215169,0.23529411764705882,0.008403361344537815,0.025210084033613446,0.0896358543417367
2021-02-01,0.4705882352941176,0.0,0.17311362467380353,0.21456728665597372,0.15,0.016666666666666666,0.041666666666666664,0.06944444444444443
2021-03-01,0.5294117647058825,0.0,0.2153533575103212,0.24825504073873458,0.2809917355371901,0.008264462809917356,0.05785123966942149,0.11570247933884299
2021-04-01,0.5294117647058825,0.0,0.24856040328233195,0.2593240559960715,0.28688524590163933,0.01639344262295082,0.07377049180327869,0.12568306010928962
2021-05-01,0.6078431372549018,0.03124999999999989,0.2545599775084994,0.29788437158780035,0.4796747967479675,0.04065040650406504,0.08130081300813008,0.20054200542005418
2021-06-01,0.627450980392157,0.0,0.2814720600383868,0.30297434681018126,0.5161290322580645,0.024193548387096774,0.08870967741935484,0.20967741935483872
2021-07-01,0.7058823529411763,0.03124999999999989,0.2878714351788128,0.3416679293733296,0.648,0.056,0.096,0.26666666666666666
2021-08-01,0.7843137254901964,0.03124999999999989,0.3567797887508668,0.39078117141368773,0.7936507936507936,0.06349206349206349,0.12698412698412698,0.328042328042328
2021-09-01,0.9607843137254903,0.06250000000000006,0.43388932939941954,0.48572454770830326,0.9921259842519685,0.07874015748031496,0.1732283464566929,0.4146981627296588
2021-10-01,1.0,0.06250000000000006,0.5109885971651589,0.524496199055053,1.0,0.0859375,0.2734375,0.453125
2021-11-01,1.0,0.09374999999999994,0.5224447035496396,0.5387315678498799,1.0,0.10077519379844961,0.32558139534883723,0.4754521963824289
2021-12-01,1.0,0.1250000000000001,0.5136450353772372,0.5462150117924124,1.0,0.1076923076923077,0.27692307692307694,0.4615384615384615
2022-01-01,1.0,0.1874999999999999,0.6897536986809645,0.6257512328936549,1.0,0.1297709923664122,0.5114503816793893,0.5470737913486006
2022-02-01,0.9242424242424242,0.21875000000000006,0.7999634422509253,0.6476519554977832,0.9848484848484849,0.1590909090909091,0.7575757575757576,0.6338383838383839
2022-03-01,0.8787878787878787,0.24999999999999994,0.8069652104845713,0.6452510297574833,0.9699248120300752,0.21052631578947367,0.7593984962406015,0.6466165413533834
2022-04-01,0.893939393939394,0.3125,0.830376250781286,0.6789385482402267,0.9701492537313433,0.31343283582089554,0.7910447761194029,0.6915422885572139
2022-05-01,0.8636363636363638,0.40624999999999994,0.8427303504385472,0.7042055713583036,0.9555555555555556,0.42962962962962964,0.8074074074074075,0.7308641975308642
2022-06-01,0.9545454545454545,0.37500000000000006,0.8621984129111688,0.7305812891522079,0.9926470588235294,0.38235294117647056,0.8235294117647058,0.7328431372549019
2022-07-01,1.0,0.46875,0.8770984108158376,0.7819494702719458,1.0,0.48905109489051096,0.8540145985401459,0.781021897810219
2022-08-01,1.0,0.4999999999999999,0.8809130086054372,0.7936376695351458,1.0,0.5507246376811594,0.8695652173913043,0.8067632850241546
2022-09-01,1.0,0.53125,0.931558621879114,0.820936207293038,1.0,0.6402877697841727,0.935251798561151,0.8585131894484412
2022-10-01,1.0,0.5624999999999999,0.9434585701441283,0.835319523381376,1.0,0.6571428571428571,0.9571428571428572,0.8714285714285714
2022-11-01,1.0,0.5624999999999999,0.9341003903548799,0.8322001301182933,1.0,0.6595744680851063,0.9290780141843972,0.8628841607565012
2022-12-01,1.0,0.5937500000000001,0.8843984889000329,0.826049496300011,1.0,0.704225352112676,0.8591549295774648,0.8544600938967136
2023-01-01,1.0,0.6562499999999999,0.9359548364085427,0.8640682788028475,1.0,0.7552447552447552,0.9300699300699301,0.8951048951048951
2023-02-01,1.0,0.6562499999999999,1.0,0.8854166666666666,1.0,0.7569444444444444,1.0,0.9189814814814815
2023-03-01,1.0,0.6562499999999999,0.9534504164253911,0.8699001388084637,1.0,0.7586206896551724,0.9724137931034482,0.9103448275862069
2023-04-01,1.0,0.6875,1.0,0.8958333333333334,1.0,0.8356164383561644,1.0,0.9452054794520549
2023-05-01,1.0,0.7187499999999999,0.987505664722233,0.9020852215740777,1.0,0.8571428571428571,0.9931972789115646,0.9501133786848074
2023-06-01,0.9759036144578314,0.7187499999999999,0.9393289520615268,0.8779941888397861,0.9932432432432432,0.8581081081081081,0.9527027027027027,0.9346846846846847
2023-07-01,0.9277108433734942,0.6875,0.8980319984299239,0.8377476139344727,0.9530201342281879,0.825503355704698,0.8657718120805369,0.8814317673378076
2023-08-01,0.8674698795180725,0.6562499999999999,0.9045886593715887,0.8094361796298871,0.9266666666666666,0.74,0.88,0.8488888888888888
2023-09-01,0.8674698795180725,0.5937500000000001,0.8661546337663836,0.775791504428152,0.9271523178807947,0.6688741721854304,0.8145695364238411,0.8035320088300221
2023-10-01,0.8795180722891566,0.5937500000000001,0.876146839901003,0.7831383040633866,0.9276315789473685,0.6710526315789473,0.8289473684210527,0.8092105263157895
2023-11-01,0.8313253012048194,0.5624999999999999,0.859444743363083,0.7510900148559675,0.9019607843137255,0.6143790849673203,0.803921568627451,0.7734204793028322
2023-12-01,0.7469879518072291,0.4999999999999999,0.7627466073622781,0.669911519723169,0.8766233766233766,0.5,0.6363636363636364,0.670995670995671
2024-01-01,0.7349397590361446,0.46875,0.8528105103443798,0.6855000897935081,0.864516129032258,0.43870967741935485,0.7677419354838709,0.6903225806451613
2024-02-01,0.7349397590361446,0.46875,0.927261555634034,0.7103171048900595,0.8653846153846154,0.4423076923076923,0.9423076923076923,0.75
2024-03-01,0.7590361445783131,0.4375000000000001,0.9624577434575494,0.7196646293452876,0.8853503184713376,0.4012738853503185,0.9745222929936306,0.7537154989384289
2024-04-01,0.7710843373493976,0.46875,0.9710731241272009,0.7369691538255329,0.8860759493670886,0.44936708860759494,0.9746835443037974,0.7700421940928269
2024-05-01,0.7710843373493976,0.46875,0.9526198528080617,0.7308180633858198,0.8867924528301887,0.4528301886792453,0.9559748427672956,0.7651991614255765
2024-06-01,0.8072289156626508,0.4375000000000001,0.9347747781531663,0.7265012312719391,0.89375,0.4,0.93125,0.7416666666666667
2024-07-01,0.8313253012048194,0.46875,0.9185303003362743,0.7395352005136978,0.906832298136646,0.45962732919254656,0.9130434782608695,0.7598343685300207
2024-08-01,0.8674698795180725,0.46875,0.9405333228759577,0.7589177341313434,0.9259259259259259,0.46296296296296297,0.9444444444444444,0.7777777777777777
2024-09-01,0.855421686746988,0.4999999999999999,0.9823322045432281,0.7792512970967387,0.901840490797546,0.5276073619631901,0.9815950920245399,0.8036809815950919
2024-10-01,0.855421686746988,0.4375000000000001,0.9844349745515915,0.7591188870995266,0.9024390243902439,0.39634146341463417,0.9817073170731707,0.7601626016260162
2024-11-01,0.8433734939759039,0.40624999999999994,0.9592401281672432,0.7362878740477158,0.8909090909090909,0.36363636363636365,0.9454545454545454,0.7333333333333333
2024-12-01,0.8915662650602411,0.37500000000000006,0.908477471644922,0.725014578901721,0.9397590361445783,0.3192771084337349,0.8433734939759037,0.7008032128514058
2025-01-01,0.9156626506024097,0.4999999999999999,1.0,0.8052208835341365,0.9461077844311377,0.5389221556886228,1.0,0.8283433133732535
2025-02-01,0.9277108433734942,0.4999999999999999,1.0,0.8092369477911646,0.9583333333333334,0.5416666666666666,1.0,0.8333333333333334
2025-03-01,0.9518072289156628,0.53125,1.0,0.8276857429718877,0.9704142011834319,0.621301775147929,1.0,0.863905325443787
2025-04-01,0.9397590361445783,0.625,1.0,0.8549196787148595,0.9588235294117647,0.7235294117647059,1.0,0.8941176470588236
2025-05-01,0.9638554216867473,0.6875,1.0,0.8837851405622491,0.9824561403508771,0.847953216374269,1.0,0.9434697855750488
2025-06-01,0.9518072289156628,0.7187499999999999,1.0,0.8901857429718877,0.9651162790697675,0.877906976744186,1.0,0.9476744186046512
2025-07-01,0.9518072289156628,0.78125,0.9940035084602725,0.9090202457919784,0.9653179190751445,0.8959537572254336,0.9942196531791907,0.9518304431599228
2025-08-01,1.0,0.8749999999999999,1.0,0.9583333333333334,1.0,0.9310344827586207,1.0,0.9770114942528735
2025-09-01,1.0,0.84375,1.0,0.9479166666666666,1.0,0.92,1.0,0.9733333333333333
2025-10-01,1.0,0.8124999999999999,1.0,0.9375,1.0,0.9034090909090909,1.0,0.9678030303030303
2025-11-01,0.967391304347826,0.84375,0.9929551033202063,0.9346988025560109,0.9943502824858758,0.9209039548022598,0.9943502824858758,0.9698681732580038
2025-12-01,0.9891304347826085,0.8749999999999999,0.9262645121221862,0.9301316489682648,0.9943820224719101,0.9325842696629213,0.9662921348314607,0.9644194756554306
2026-01-01,1.0,0.84375,0.988378537786492,0.9440428459288306,1.0,0.9162011173184358,0.9888268156424581,0.9683426443202979
